,symbol,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap,publicoalvo,administrador,rendimento,dy,data_pagamento,data_base,rendimento_12m,rendimento_12m_porcen,patrimonio_cota,cota_vp,negocios,participacao_ifix,numero_cotista,patrimonio,cota_base,tipo,subtipo
274,RECT11,BRL,FII REC RENDCI,Fundo De Investimento Imobiliario - FII UBS Office,-0.08000183,-0.15534335,2023-07-28T20:05:00.000Z,51.42,51.63,51.4 - 51.63,51.4,4978.0,51.5,51.5,2.8599968,0.058896143,48.56 - 64.7,-13.279999,-0.20525502,48.56,64.7,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,52.68945,-1.2694511,-0.02409308,11790.0,7732.0,41363224.0,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.4,0.78,15/06/2023,07/06/2023,0.51,0.98,92.7,0.55,37.0,0.38,74462.0,790838299.16,51.4,Tijolo,Lajes Corporativas
275,RECX11,BRL,FII REC FOF CI  ER,Rec Fundo De Fundos - Fii Fundo De Investimento Imobiliario,0.10999298,0.16317011,2023-07-28T19:28:38.000Z,67.52,68.22,67.52 - 68.22,67.52,92.0,67.41,68.22,7.369995,0.12252693,60.15 - 81.04,-13.520004,-0.16683124,60.15,81.04,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,67.4509,0.069099426,0.0010244404,174.0,74.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.6,0.94,22/06/2023,15/06/2023,0.68,1.07,70.48,0.94,186.0,,664.0,16411276.17,63.61,Papel,Fundo de Fundos
276,REIT11,BRL,FII REIT RIVCI,REIT Rivera Fundo Invest Imobiliario Cotas,0.0,0.0,2023-07-27T16:17:18.000Z,195.0,195.0,195.0 - 195.0,195.0,0.0,195.0,0.0,25.800003,0.15248229,169.2 - 600.0,-405.0,-0.675,169.2,600.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,287.72177,-92.72177,-0.32226193,2.0,5.0,,Investidor Qualificado,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,9.16,,17/04/2023,31/03/2023,20.68,,298.06,0.6,2.0,,68.0,7842730.83,,Papel,Papéis
277,RELG11,BRL,FII REC LOG CI,Fundo De Investimento Imobiliario Rec Logistaca,-0.0099983215,-0.01663891,2023-07-28T19:35:02.000Z,60.08,61.15,59.87 - 61.15,59.87,2141.0,60.09,61.15,13.980003,0.3032539,46.1 - 92.0,-31.919998,-0.3469565,46.1,92.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,66.23175,-6.1517487,-0.09288217,2619.0,2272.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.7,0.99,14/03/2023,07/03/2023,0.78,1.1,121.9,0.49,8.0,0.06,7311.0,164268418.49,70.79,Tijolo,Imóveis Industriais e Logísticos
278,RFOF11,BRL,FII RB CFOF CI,Fundo De Investimento Imobiliario RB Capital I Fundo De Fundos,-0.2400055,-0.30473018,2023-07-28T17:51:00.000Z,78.52,78.77,78.06 - 78.77,78.06,872.0,78.76,78.75,16.159996,0.2591404,62.36 - 81.0,-2.4800034,-0.030617325,62.36,81.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.9508,7.5691986,0.10668236,1017.0,852.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.7,0.98,15/06/2023,31/05/2023,0.7,0.98,77.82,0.93,3.0,,5069.0,86902246.74,71.65,Papel,Fundo de Fundos
279,RINV11,BRL,FII REAL INVCI,Real Investor Fundo De Investimento Imobiliario,0.45000458,0.40742835,2023-07-28T20:05:00.000Z,110.9,111.0,110.75 - 111.0,110.75,855.0,110.45,111.0,16.400002,0.17354499,94.5 - 112.51,-1.6100006,-0.014309844,94.5,112.51,,,https://brapi.dev/favicon.svg,102.39929,8.50071,0.083015315,1457.0,1348.0,33284306.0,Investidores em Geral,XP INVESTIMENTOS CCTVM S.A.,1.05,1.0,15/06/2023,31/05/2023,0.38,0.36,96.97,1.1,250.0,,175.0,31359909.48,105.35,Fundo Misto,
280,RMAI11,BRL,FII REAGMULTCI,Domo Fundo de Investimento Imobiliário - FII,-0.72999954,-1.468812,2023-07-28T18:14:23.000Z,48.97,48.97,47.23 - 48.97,47.23,545.0,49.7,48.9,12.32,0.33615276,36.65 - 60.0,-11.029999,-0.18383332,36.65,60.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,47.15105,1.8189507,0.0385771,1359.0,1506.0,,Investidores em Geral,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.26,0.56,12/06/2023,31/05/2023,0.26,0.56,100.2,0.48,323.0,,1185.0,242186655.22,46.48,Tijolo,Lajes Corporativas
281,RNDP11,BRL,FII BB R PAPCI,BB Renda de Papéis Imobiliários Fundo de Investimento Imobiliário - FII,0.0,0.0,2023-07-27T19:50:59.000Z,119.0,119.0,119.0 - 119.0,119.0,0.0,119.0,0.0,18.980003,0.18976209,100.02 - 315.0,-196.0,-0.62222224,100.02,315.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,141.7567,-22.756699,-0.1605335,43.0,31.0,12790239.0,Investidores em Geral,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,0.7,0.59,15/06/2023,31/05/2023,13.93,11.75,179.82,0.65,278.0,,1146.0,19299284.47,118.51,Papel,Papéis
282,RNGO11,BRL,FII RIONEGROCI,Fundo de Investimento Imobiliário Rio Negro,0.12000275,0.24405685,2023-07-28T19:28:17.000Z,49.29,49.21,49.11 - 49.21,49.11,1555.0,49.17,49.17,3.9099998,0.0861613,45.38 - 56.99,-7.700001,-0.13511144,45.38,56.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,48.3703,0.9197006,0.019013746,1420.0,1458.0,131900040.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.4,0.79,15/06/2023,31/05/2023,0.43,0.84,86.5,0.56,10.0,,11345.0,231354035.33,50.5,Tijolo,Lajes Corporativas
283,ROOF11,BRL,FII ROOFTOPICI,Fundo De Investimento Imobiliario Rooftop I,0.0,0.0,2023-07-27T19:49:00.000Z,523.99,523.99,523.99 - 523.99,523.99,0.0,523.99,0.0,43.97998,0.091623046,480.01 - 875.0,-351.01,-0.4011543,480.01,875.0,,,https://brapi.dev/favicon.svg,736.2848,-212.2948,-0.28833246,14.0,47.0,40604508.0,Investidor Qualificado,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,61.52,,15/06/2023,31/05/2023,26.7,,652.4,1.01,1.0,,75.0,47377438.49,,Fundo Misto,Fundo de Desenvolvimento
284,RPRI11,BRL,FII RBR PR  CI,RBR Premium Recebiveis Imobiliarios Fundo De Investimento Imobiliario,-0.5,-0.5104645,2023-07-28T19:53:40.000Z,97.45,98.0,97.01 - 98.0,97.01,811.0,97.95,97.5,9.149994,0.103623934,88.3 - 102.81,-5.3600006,-0.052135013,88.3,102.81,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,95.74585,1.7041473,0.017798655,3022.0,1429.0,,Investidores em Geral,INTRAG DTVM LTDA.,1.3,1.34,14/06/2023,31/05/2023,1.21,1.25,101.31,0.97,4.0,,2786.0,227346026.76,97.0,Papel,Papéis
285,RRCI11,BRL,FII RBCAP RICI,RB Capital Asset Management Ltda.,0.66999817,0.79733205,2023-07-28T19:53:30.000Z,84.7,84.74,84.5 - 84.74,84.5,149.0,84.03,84.74,8.559998,0.11242445,76.14 - 88.0,-3.300003,-0.037500035,76.14,88.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,83.59405,1.1059494,0.013230002,474.0,281.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1.0,1.2,15/06/2023,31/05/2023,1.04,1.25,92.87,0.9,962.0,,2254.0,44490796.01,83.18,Papel,Papéis
286,RSPD11,BRL,FII RBRESID3CI,RB Capital Desenvolvimento Residencial III Fundo De Investimento Imobillario - FII,0.0,0.0,2022-05-13T17:07:14.000Z,1125.0,0.0,0.0 - 0.0,0.0,0.0,1125.0,0.0,1125.0,,0.0 - 1125.0,0.0,0.0,0.0,1125.0,,,https://brapi.dev/favicon.svg,1125.0,0.0,0.0,0.0,0.0,,Investidor Qualificado,OLIVEIRA TRUST DTVM S.A.,20.13,,17/04/2023,31/03/2023,7.31,,1129.62,1.08,,,105.0,154270802.96,,Fundo Misto,Fundo de Desenvolvimento
287,RURA11,BRL,FIAGRO RURA CI,Itau Asset Rural Fiagro - Imobiliario,0.07999992,0.76190406,2023-07-28T20:05:00.000Z,10.58,10.58,10.5 - 10.58,10.5,93822.0,10.5,10.5,0.6300001,0.0633166,9.95 - 10.82,-0.23999977,-0.022181125,9.95,10.82,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,10.3228,0.25720024,0.024915745,145915.0,155106.0,,Investidores em Geral,INTRAG DTVM LTDA.,0.14,1.35,07/06/2023,31/05/2023,0.12,1.12,10.07,1.04,56.0,,23691.0,982681136.28,10.39,Fiagro,Fiagro
288,RVBI11,BRL,FII VBI REITCI,Vbr Reits Fof Fundo De Investimento Imobiliario,0.94000244,1.1187842,2023-07-28T19:54:40.000Z,84.96,84.97,83.96 - 84.97,83.96,1550.0,84.02,84.7,16.96,0.24941175,68.0 - 88.25,-3.290001,-0.037280463,68.0,88.25,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.9537,10.006302,0.13349977,2348.0,2160.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.75,0.95,16/06/2023,09/06/2023,0.75,0.95,82.32,0.97,8.0,0.1,12110.0,121599118.02,79.34,Papel,Fundo de Fundos
289,RZAG11,BRL,FIAGRO RIZA CI,Fundo De Investimento Nas Cadeias Produtivas Agroindustriais Riza Agro - Fiagro - Imobiliario,0.0,0.0,2023-07-28T20:06:00.000Z,9.43,9.45,9.37 - 9.45,9.37,337757.0,9.43,9.43,0.8699999,0.10163549,8.56 - 10.65,-1.2199993,-0.11455393,8.56,10.65,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,9.5075,-0.07749939,-0.008151395,253304.0,389805.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,0.13,1.34,15/06/2023,31/05/2023,0.13,1.35,9.52,0.97,249.0,,52604.0,646337239.74,9.3,Fiagro,Fiagro
290,RZAK11,BRL,FII RIZA AKNCI  ER,Riza Akin Fundo De Investimento Imobiliario – FII,0.1800003,0.1957376,2023-07-28T20:07:32.000Z,92.14,92.14,91.28 - 92.14,91.28,66588.0,91.96,91.45,9.059998,0.10905149,83.08 - 105.0,-12.860001,-0.1224762,83.08,105.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,95.9684,-3.8283997,-0.039892294,47324.0,92072.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.25,1.31,22/06/2023,15/06/2023,1.38,1.45,92.81,1.02,134.0,0.73,45782.0,817479128.74,95.49,Papel,Papéis
291,RZAT11,BRL,FII ARCTIUM CI  ER,Riza Arctium Real Estate Fundo De Investimento Imobiliario,-0.099998474,-0.11049555,2023-07-28T20:05:00.000Z,90.4,91.16,90.4 - 91.16,90.4,9953.0,90.5,90.5,0.0,0.0,90.4 - 91.16,-0.76000214,-0.008337013,90.4,91.16,,,https://brapi.dev/favicon.svg,,,,,,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.2,1.23,22/06/2023,15/06/2023,0.98,1.01,100.12,0.96,27.0,0.31,37412.0,371250412.71,97.4,Tijolo,
292,RZTR11,BRL,FII RIZA TX CI,Fundo De Investimento Imobiliario Riza Terrax,-1.6500015,-1.7432662,2023-07-28T20:05:00.000Z,93.0,95.5,92.9 - 95.5,92.9,39894.0,94.65,94.64,12.82,0.15989025,80.18 - 107.25,-14.25,-0.13286713,80.18,107.25,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.05415,0.94584656,0.010274893,22554.0,23778.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,0.85,0.94,07/06/2023,31/05/2023,1.05,1.16,95.37,0.96,98.0,0.91,89519.0,1050763743.78,90.7,Fundo Misto,Indefinido
293,SADI11,BRL,FII SANT PAPCI,Santander Papeis Imobiliarios Cdi Fundo De Investimento Imobiliario,0.5699997,0.6617131,2023-07-28T20:05:00.000Z,86.71,86.83,86.11 - 86.83,86.11,1710.0,86.14,86.15,7.209999,0.09069181,79.5 - 93.8,-7.090004,-0.07558639,79.5,93.8,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.51865,-0.80864716,-0.009239713,3473.0,3615.0,275756000.0,Investidores em Geral,SANTANDER SECURITIES SERVICES BRASIL DTVM S.A,1.0,1.18,15/06/2023,31/05/2023,1.05,1.23,97.02,0.86,7.0,0.11,9137.0,149415214.47,85.0,Papel,Papéis
294,SARE11,BRL,FII SANT RENCI,Santander Renda De Alugueis Fundo Investimento Imobiliarios,0.7799988,1.2845829,2023-07-28T20:05:00.000Z,61.5,61.5,60.0 - 61.5,60.0,24420.0,60.72,60.71,6.549999,0.11919925,54.95 - 80.95,-19.449997,-0.24027175,54.95,80.95,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,63.2382,-1.7382011,-0.027486568,25007.0,25794.0,,Investidores em Geral,SANTANDER SECURITIES SERVICES BRASIL DTVM S.A,0.6,0.9,15/06/2023,31/05/2023,0.64,0.96,93.46,0.69,59.0,0.53,42273.0,870603929.22,66.8,Fundo Misto,Misto
295,SCPF11,BRL,FII SCP     CI,Scp Fundo De Investimento NPV,-0.059999943,-1.1834308,2023-07-28T20:05:00.000Z,5.01,5.1,5.01 - 5.1,5.01,331.0,5.07,5.01,0.8300004,0.1985647,4.18 - 7.31,-2.2999997,-0.31463745,4.18,7.31,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,5.3433,-0.33329964,-0.062377118,741.0,1046.0,21042000.0,Investidores em Geral,BR-CAPITAL DTVM S.A.,0.02,0.31,15/06/2023,06/06/2023,0.02,0.41,11.73,0.44,2.0,,5128.0,49130198.36,5.41,Tijolo,Shoppings
296,SEED11,BRL,FII HEDGE SDCI,Hedge Seed Fundo De Investimeto Imobiliario,0.0,0.0,2023-07-27T19:50:00.000Z,98.19,98.19,98.19 - 98.19,98.19,0.0,98.19,0.0,13.190002,0.1551765,85.0 - 107.0,-8.809998,-0.082336426,85.0,107.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,98.92025,-0.7302475,-0.0073821843,229.0,150.0,161031600.0,Investidor Profissional,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1.15,1.16,15/06/2023,31/05/2023,1.0,1.01,81.23,1.22,26.0,,122.0,145994727.82,99.0,Fundo Misto,Indefinido
297,SEQR11,BRL,FII SEQUOIA CI,Sequoia III Renda Imobiliaria - Fundo De Investimento Imobiliaria,-0.6800003,-1.0228645,2023-07-28T20:00:00.000Z,65.8,66.47,65.05 - 66.47,65.05,1936.0,66.48,66.47,9.030003,0.15906294,56.77 - 68.0,-2.199997,-0.032352895,56.77,68.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,62.0157,3.7843018,0.06102167,3342.0,2164.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.69,1.11,15/06/2023,07/06/2023,0.68,1.09,93.29,0.64,6.0,,5053.0,150350065.3,62.25,Fundo Misto,Misto
298,SHOP11,BRL,FII MULTSHOPCI,Multi Shoppings Fundo Investimento Imobiliario Fii,0.0,0.0,2023-07-28T20:00:00.000Z,68.0,68.0,68.0 - 68.0,68.0,1.0,68.0,68.0,0.0,0.0,68.0 - 93.24,-25.239998,-0.27069926,68.0,93.24,,,https://brapi.dev/favicon.svg,76.35655,-8.356552,-0.10944119,0.0,0.0,100726360.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,6.75,,30/03/2022,23/03/2022,0.56,,48.22,1.41,5.0,,34.0,71675570.55,,Tijolo,Shoppings
299,SHPH11,BRL,FII HIGIENOPCI,FDO INV Imob Shopping Patio Higienopolis,-4.049988,-0.5191959,2023-07-28T18:20:58.000Z,776.0,803.0,773.5 - 803.0,773.5,191.0,780.05,792.96,165.93,0.27198517,610.07 - 844.99,-68.98999,-0.08164593,610.07,844.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,716.34375,59.65625,0.083278805,212.0,117.0,883701056.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,4.2,0.61,15/06/2023,31/05/2023,3.7,0.54,895.27,0.78,2.0,,2548.0,545005856.4,686.6,Tijolo,Shoppings
300,SIGR11,BRL,FII SIG CAP CI  ER,Sig Capital Recebiveis Pulverizados Fundo De Investimento Imobiliario,0.0,0.0,2023-07-26T18:17:09.000Z,100.0,100.0,100.0 - 100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0 - 100.04,-0.040000916,-0.0003998492,100.0,100.04,,,https://brapi.dev/favicon.svg,100.00667,-0.006668091,-6.667646e-05,2502.0,1676.0,,Investidor Profissional,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.23,,23/06/2023,16/06/2023,0.74,,100.53,1.01,4.0,,53.0,39147361.12,,Fundo Misto,Indefinido
301,SJAU11,BRL,FII SJ AU   CI,Sj Au Logistica Fundo De Investimento Imobiliario,0.0,0.0,2023-07-21T16:28:54.000Z,79.04,79.04,79.04 - 79.04,79.04,0.0,79.04,0.0,0.13999939,0.0017743902,78.9 - 115.0,-35.96,-0.31269565,78.9,115.0,,,https://brapi.dev/favicon.svg,94.144684,-15.104683,-0.16044116,31.0,20.0,,,,,,,,,,,,,,,,,,
302,SNAG11,BRL,FIAGRO SUNO CI  ER,Suno Agro - Fiagro-Imobiliario,0.05999756,0.059616018,2023-07-28T20:06:00.000Z,100.7,100.7,100.54 - 100.7,100.54,12242.0,100.64,100.64,5.699997,0.05999997,95.0 - 109.99,-9.290001,-0.08446223,95.0,109.99,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,101.0068,-0.30680084,-0.0030374276,12978.0,19700.0,,Investidores em Geral,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,1.2,1.19,23/06/2023,15/06/2023,0.93,0.92,100.6,1.01,22.0,,40521.0,302047117.5,101.2,Fiagro,Fiagro
303,SNCI11,BRL,FII SUNO CRICI  ER,Suno Recebiveis Imobiliarios Fundo De Investimento Imobiliario,-0.48000336,-0.4800034,2023-07-28T20:00:00.000Z,99.52,100.0,99.16 - 100.0,99.16,6142.0,100.0,100.0,9.489998,0.10540929,90.03 - 102.0,-2.4800034,-0.024313759,90.03,102.0,,,https://s3-symbol-logo.tradingview.com/fii-sunofofici--big.svg,97.71045,1.8095474,0.018519487,6656.0,6276.0,162201664.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.1,1.1,23/06/2023,15/06/2023,1.08,1.08,97.83,1.02,18.0,0.36,44112.0,414277550.97,100.05,Fundo Misto,Indefinido
304,SNFF11,BRL,FII SUNOFOFICI  ER,Suno Fundo De Fundos De Investimento Imobiliario,0.37000275,0.42257053,2023-07-28T20:00:00.000Z,87.93,88.27,87.0 - 88.27,87.0,3721.0,87.56,87.56,6.4300003,0.07889571,81.5 - 92.19,-4.260002,-0.046208937,81.5,92.19,,,https://s3-symbol-logo.tradingview.com/fii-sunofofici--big.svg,86.31005,1.6199493,0.018768953,4214.0,6738.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.65,0.74,23/06/2023,15/06/2023,0.72,0.81,85.63,1.04,14.0,0.21,31617.0,252403727.54,88.0,Papel,Fundo de Fundos
305,SNLG11,BRL,FII SUNO LG CI  ER,Mogno Logistica Fundo De Investimento Imobiliario,-0.020000458,-0.05408453,2023-07-28T20:05:00.000Z,36.96,36.98,36.54 - 36.98,36.54,734.0,36.98,36.98,6.949999,0.23158944,30.01 - 50.02,-13.060001,-0.26109558,30.01,50.02,,,https://brapi.dev/favicon.svg,38.10895,-1.1489525,-0.030149149,1440.0,1291.0,,Investidores em Geral,XP INVESTIMENTOS CCTVM S.A.,0.35,0.86,24/02/2023,15/02/2023,0.44,1.09,61.48,0.58,4.0,,3712.0,116088485.68,40.49,Tijolo,Imóveis Industriais e Logísticos
306,SOLR11,BRL,FII SOLARIUMCI,Solarium FII Fundo De Investimento Imobiliario,7.15625,0.63843566,2022-07-26T20:05:00.000Z,1128.06,1128.06,1128.06 - 1128.06,1128.06,0.0,1120.9038,0.0,0.0,0.0,1128.06 - 1128.06,0.0,0.0,1128.06,1128.06,,,https://s3-symbol-logo.tradingview.com/fii-solariumci-er--big.svg,,,,,,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,4.77,,10/04/2023,31/03/2023,7.82,,915.67,1.22,,,52.0,58865120.48,,Tijolo,Imóveis Comerciais - Outros
307,SPMO11,BRL,FII SUPREMO CI,Supremo Fundo De Investimento Imobiliario,0.0,0.0,2022-09-27T16:13:38.000Z,99.0,99.0,99.0 - 99.0,99.0,0.0,99.0,0.0,0.0,0.0,99.0 - 99.0,0.0,0.0,99.0,99.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,,,,,,,Investidor Profissional,BR-CAPITAL DTVM S.A.,0.43,,28/12/2022,21/12/2022,0.04,,,0.86,,,6.0,208191444.61,,Sem categoria,
308,SPTW11,BRL,FII SP DOWNTCI,Sp Downtown Fundo de Investimento Imobiliário - FII,-0.10000229,-0.23332313,2023-07-28T20:05:00.000Z,42.76,42.86,42.75 - 42.86,42.75,2403.0,42.86,42.86,5.1499977,0.1369316,37.61 - 45.0,-2.2400017,-0.049777813,37.61,45.0,,,https://s3-symbol-logo.tradingview.com/fii-sp-downtci-er--big.svg,40.36015,2.399849,0.059460852,2567.0,1899.0,76882480.0,Investidores em Geral,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,0.42,1.04,07/06/2023,31/05/2023,0.41,1.02,55.94,0.72,11.0,0.07,30977.0,100601437.72,40.2,Tijolo,Lajes Corporativas
309,SPXS11,BRL,FII SPX SYN CI  ES,Fundo De Investimento Imobiliario - Spx Syn Multiestrategia,2.5999985,2.7659557,2023-07-28T20:00:00.000Z,96.6,97.0,94.25 - 97.0,94.25,17469.0,94.0,95.0,21.559998,0.2873134,75.04 - 102.0,-5.4000015,-0.052941192,75.04,102.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.7744,8.8256,0.10054868,4933.0,9188.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.15,1.21,15/06/2023,07/06/2023,0.66,0.69,95.15,1.0,13.0,,2061.0,119266937.26,94.99,Fundo Misto,Indefinido
310,SRVD11,BRL,FII SERRA VDCI,Serra Verde Fundo De Investimento Imobiliario,0.0,0.0,2023-07-11T19:47:07.000Z,5.7,5.7,5.7 - 5.7,5.7,0.0,5.7,0.0,0.0,0.0,5.7 - 8.99,-3.29,-0.36596218,5.7,8.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,7.2442203,-1.5442204,-0.21316586,29.0,36.0,,Investidor Qualificado e Profissional,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.2,2.29,14/04/2022,07/04/2022,0.04,0.4,0.74,575.0,15.0,,102.0,605764.22,8.75,Fundo Misto,Indefinido
311,TCIN11,BRL,FII TOUR V  CI,Fundo De Investimento Imobiliario Tourmalet V Edificio Cidade Nova,0.0,0.0,2023-06-15T15:30:00.000Z,133.42,133.42,133.42 - 133.42,133.42,0.0,133.42,0.0,17.419998,0.1501724,116.0 - 133.58,-0.16000366,-0.0011978114,116.0,133.58,,,https://s3-symbol-logo.tradingview.com/fii-tour-v-ci--big.svg,129.6662,3.7537994,0.028949715,129.0,0.0,110898304.0,,,,,,,,,,,,,,,,,
312,TEPP11,BRL,FII TEL PROPCI,SDI Properties Fundo De Investimento Imobiliario,0.009994507,0.011383265,2023-07-28T20:05:00.000Z,87.81,88.08,87.62 - 88.08,87.62,4647.0,87.8,87.77,23.309998,0.3613953,64.5 - 88.49,-0.6800003,-0.007684488,64.5,88.49,,,https://s3-symbol-logo.tradingview.com/fii-tel-propci-er--big.svg,74.4149,13.395096,0.18000555,11505.0,6018.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.55,0.68,15/06/2023,31/05/2023,0.5,0.62,95.52,0.86,29.0,0.3,10711.0,402366364.33,80.81,Tijolo,Lajes Corporativas
313,TGAR11,BRL,FII TG ATIVOCI,Fundo Investimento Imobiliario Tg Ativo Real,0.30000305,0.2447007,2023-07-28T20:05:00.000Z,122.9,123.0,122.38 - 123.0,122.38,34031.0,122.6,122.75,14.400002,0.1327189,108.5 - 130.0,-7.0999985,-0.054615375,108.5,130.0,,,https://s3-symbol-logo.tradingview.com/fii-tg-ativoci-er--big.svg,118.67205,4.227951,0.035627186,33424.0,34339.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1.36,1.12,15/06/2023,31/05/2023,1.45,1.19,127.04,0.94,125.0,1.46,105265.0,1659847150.85,121.38,Fundo Misto,Fundo de Desenvolvimento
314,TJKB11,BRL,FII TJK RENDCI  ER,Tjk Renda Imobiliaria Fundo De Investimento Imobiliario,0.0,0.0,2023-07-19T19:11:04.000Z,267.16,267.16,267.16 - 267.16,267.16,0.0,267.16,0.0,0.0,0.0,267.16 - 267.16,0.0,0.0,267.16,267.16,,,https://brapi.dev/favicon.svg,,,,,,,Investidores em Geral,BR-CAPITAL DTVM S.A.,2.44,0.93,25/05/2023,17/05/2023,2.47,0.94,267.1,1.02,44.0,,73.0,202216206.32,262.5,Fundo Misto,Indefinido
315,TMPS11,BRL,FII ITAU TEMCI,Itau Tempus Fundo De Investimento Imobiliario,0.5400009,0.5140908,2023-07-28T19:53:41.000Z,105.58,106.03,105.04 - 106.03,105.04,396.0,105.04,105.57,10.580002,0.11136844,95.0 - 112.99,-7.409996,-0.065580994,95.0,112.99,,,https://brapi.dev/favicon.svg,104.912155,0.6678467,0.0063657705,621.0,886.0,,,,,,,,,,,,,,,,,,
