,Fundo,CNPJ,Quantidade,Valor (R$),Tipo,Data Referência,Dono
3,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"546.970,05",32280773.15,Outros,31/03/2023,RECR11
0,FII SUNO CRI- SNCI11,41.076.710/0001-82,"300.017,00",29539673.82,FII,30/12/2022,RECR11
1,VALORA CRI INFRA FII,46.322.850/0001-07,"147.764,00",15004986.33,FII,30/12/2022,RECR11
2,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"1.845.587,85",105438161.99,Outros,30/12/2022,RECR11
0,FII SUNO CRI- SNCI11,41.076.710/0001-82,"26.441.650,00",29539673.82,FII,30/12/2022,RECR11
1,VALORA CRI INFRA FII,46.322.850/0001-07,"147.764,00",15004986.33,FII,30/12/2022,RECR11
2,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"1.845.587,85",105438161.99,Outros,30/12/2022,RECR11
0,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"43.082,49",2541672.36,Outros,31/03/2023,RECT11
0,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"43.082,49",2541672.36,Outros,31/03/2023,RECT11
0,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"336.398,83",19188032.75,Outros,30/12/2022,RECT11
0,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"15.983,29",943308.43,Outros,31/03/2023,RELG11
0,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"95.849,36",5470848.14,Outros,30/12/2022,RELG11
0,FII ABC IMOB - ABCP11,01.201.140/0001-90,"27.557,00",1782937.9,FII,31/03/2023,RVBI11
1,FII AUTONOMY - AIEC11,35.765.826/0001-26,"132.379,00",8075119.0,FII,31/03/2023,RVBI11
2,FII BARIGUI - BARI11,29.267.567/0001-00,"57.669,00",4585262.19,FII,31/03/2023,RVBI11
3,FII BB PRGII - BBPO11	,14.410.722/0001-29,"61.750,00",5231460.0,FII,31/03/2023,RVBI11
4,FII VBI CRI - CVBI11,28.729.197/0001-13,"78.673,00",7020778.52,FII,31/03/2023,RVBI11
5,FII VBI CONSUMO - EVBI11,34.691.520/0001-00,"92.500,00",8653375.0,FII,31/03/2023,RVBI11
6,FII GUARDIAN - GALG11	,37.295.919/0001-60,"404.789,00",3347605.03,FII,31/03/2023,RVBI11
7,FII GTIS - GTLG11,36.200.677/0001-10,"89.864,00",8537978.64,FII,31/03/2023,RVBI11
8,FII KINEA IP - KNIP11	,24.960.430/0001-13,"95.771,00",8794650.93,FII,31/03/2023,RVBI11
9,FII KINEA - KNRI11,12.005.956/0001-65,"7.503,00",1034513.64,FII,31/03/2023,RVBI11
10,FII MAUA FOF - MCHF11,36.642.139/0001-86,"268.241,00",2365885.62,FII,31/03/2023,RVBI11
11,FII MAUA HY - MCHY11,36.655.973/0001-06,"114.227,00",12362788.21,FII,31/03/2023,RVBI11
12,FII LOURDES - NSLU11,08.014.513/0001-63,"30.391,00",5087453.4,FII,31/03/2023,RVBI11
13,FII VBI PRI - PVBI11,35.652.102/0001-76,"119.808,00",10722816.0,FII,31/03/2023,RVBI11
14,FII TG ATIVO - TGAR11	 ,25.032.881/0001-53,"77.151,00",8752780.95,FII,31/03/2023,RVBI11
15,FII VALREIII - VGIR11	,29.852.732/0001-91,"81.620,00",759066.0,FII,31/03/2023,RVBI11
16,FII XP MALLS - XPML11,28.757.546/0001-00,"103.692,00",9901549.08,FII,31/03/2023,RVBI11
17,FII VBI RENDA REFERENCIAL,41.978.140/0001-16,"1.500,00",160762.67,FII,31/03/2023,RVBI11
18,FICFI ITAU TOP RENDA FIXA REFERENCIADO DI,05.902.521/0001-58,"371.458,21",2196873.77,Outros,31/03/2023,RVBI11
0,FII ABC IMOB - ABCP11,01.201.140/0001-90,"27.557,00",1961231.09,FII,30/12/2022,RVBI11
1,FII AUTONOMY - AIEC11,35.765.826/0001-26,"132.379,00",9193721.55,FII,30/12/2022,RVBI11
2,FII BARIGUI - BARI11,29.267.567/0001-00,"57.669,00",5051804.4,FII,30/12/2022,RVBI11
3,FII BB PRGII - BBPO11	,14.410.722/0001-29,"61.750,00",5279625.0,FII,30/12/2022,RVBI11
4,FII VBI CRI - CVBI11,28.729.197/0001-13,"78.673,00",6789479.9,FII,30/12/2022,RVBI11
5,FII VBI CONSUMO - EVBI11,34.691.520/0001-00,"92.500,00",8722750.0,FII,30/12/2022,RVBI11
6,FII GUARDIAN - GALG11	,37.295.919/0001-60,"404.789,00",3800968.71,FII,30/12/2022,RVBI11
7,FII GTIS - GTLG11,36.200.677/0001-10,"79.902,00",7990200.0,FII,30/12/2022,RVBI11
8,FII KINEA IP - KNIP11	,24.960.430/0001-13,"95.771,00",8806143.45,FII,30/12/2022,RVBI11
9,FII KINEA - KNRI11,12.005.956/0001-65,"7.503,00",1051920.6,FII,30/12/2022,RVBI11
10,FII MAUA FOF - MCHF11,36.642.139/0001-86,"268.241,00",2465134.79,FII,30/12/2022,RVBI11
11,FII MAUA HY - MCHY11,36.655.973/0001-06,"114.227,00",12793424.0,FII,30/12/2022,RVBI11
12,FII LOURDES - NSLU11,08.014.513/0001-63,"30.391,00",5071650.08,FII,30/12/2022,RVBI11
13,FII VBI PRI - PVBI11,35.652.102/0001-76,"119.808,00",11232000.0,FII,30/12/2022,RVBI11
14,FII TG ATIVO - TGAR11	 ,25.032.881/0001-53,"77.151,00",9412422.0,FII,30/12/2022,RVBI11
15,FII VALREIII - VGIR11	,29.852.732/0001-91,"81.620,00",803957.0,FII,30/12/2022,RVBI11
16,FII XP MALLS - XPML11,28.757.546/0001-00,"103.692,00",9921250.56,FII,30/12/2022,RVBI11
17,FII VBI RENDA REFERENCIAL,41.978.140/0001-16,"1.500,00",159161.09,FII,30/12/2022,RVBI11
18,FICFI ITAU TOP RENDA FIXA REFERENCIADO DI,05.902.521/0001-58,"816.815,16",4585487.49,Outros,30/12/2022,RVBI11
0,LOFT II FUNDO DE INVESTIMENTO IMOBIL,24.796.967/0001-90,"92.083,00",6307686.0,FII,31/03/2023,RZAK11
1,LAGO DA PEDRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,37.262.752/0001-30,"72.813,00",45018822.0,FII,31/03/2023,RZAK11
2,RIZA ARCTIUM FII,28.267.696/0001-36,"27.927,00",2396416.0,FII,31/03/2023,RZAK11
3,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIARIO,40.041.711/0001-29,"200.000,00",7534000.0,FII,31/03/2023,RZAK11
4,FII MAUA CAPITAL RECEBIVEIS IMOBILIARIOS - FII,23.648.935/0001-84,"143.136,00",12165128.65,FII,31/03/2023,RZAK11
5,JIVE PROPERTIES MULTIESTRATEGIA FII MEZANINO,44.428.541/0001-90,"40.000.000,00",40554720.0,FII,31/03/2023,RZAK11
0,FII LAGO DA PEDRA,37.262.752/0001-30,"72.813,00",45018821.64,FII,31/12/2022,RZAK11
1,FII MAUA CAPITAL RECEBIVEIS IMOBILIARIOS - FII,23.648.935/0001-84,"143.136,00",13296713.92,FII,31/12/2022,RZAK11
2,LOFT I FII,19.722.048/0001-31,"92.083,00",7715634.57,FII,31/12/2022,RZAK11
3,MOGNO SUNO LOGISTICA FII,40.041.711/0001-29,"200.000,00",7984000.0,FII,31/12/2022,RZAK11
4,RIZA ARCTIUM REAL ESTATE FII,28.267.696/0001-36,"27.927,00",2462882.13,FII,31/12/2022,RZAK11
5,JIVE PROP FII MEZ,44.428.541/0001-90,"40.000.000,00",40784000.0,FII,31/12/2022,RZAK11
0,ITAÚ SOBERANO RF FIC,06..17.5.6/96/0-00,"401.702,20",23567868.19,Outros,31/03/2023,RZTR11
0,FII KINEA HYCI,30.130.708/0001-28,"100.112,00",9791954.72,FII,31/12/2022,SADI11
1,FII KINEA IPCI ER,24.960.430/0001-13,"146.186,00",13441802.7,FII,31/12/2022,SADI11
0,FII KINEA HYCI,30.130.708/0001-28,"100.112,00",9871043.2,FII,31/03/2023,SADI11
1,FII KINEA IPCI ER,24.960.430/0001-13,"146.186,00",13424260.38,FII,31/03/2023,SADI11
0,FII KINEA HYCI,30.130.708/0001-28,"100.112,00",9791954.72,FII,30/12/2022,SADI11
1,FII KINEA IPCI ER,24.960.430/0001-13,"146.186,00",13441802.7,FII,30/12/2022,SADI11
0,FII TM ,23.570.871/0001-46,"513.497.663,00",446954378.93,FII,31/03/2023,SARE11
1,FII BTG CRI CI ER,29.787.928/0001-40,"1.198.872,00",10777859.28,FII,31/03/2023,SARE11
2,FII CAPI SECCI ER,18.979.895/0001-13,"272.238,00",20654697.06,FII,31/03/2023,SARE11
3,FII IRIDIUM CI ER,28.830.325/0001-10,"522.407,00",42032867.22,FII,31/03/2023,SARE11
4,FII KINEA HYCI,30.130.708/0001-28,"242.467,00",23907246.2,FII,31/03/2023,SARE11
5,FII KINEA SCCI,35.864.448/0001-38,"137.704,00",11874215.92,FII,31/03/2023,SARE11
6,FII MAUA CI ER,23.648.935/0001-84,"361.443,00",30719040.57,FII,31/03/2023,SARE11
7,FII VALORAIPCI ER,34.197.811/0001-46,"460,00",36657.4,FII,31/03/2023,SARE11
0,FII TM ,23.570.871/0001-46,"513.497.663,00",446857184.1,FII,31/12/2022,SARE11
1,FII BTG CRI CI ER,29.787.928/0001-40,"133.208,00",10775195.12,FII,31/12/2022,SARE11
2,FII CAPI SECCI ER,18.979.895/0001-13,"272.238,00",22348017.42,FII,31/12/2022,SARE11
3,FII IRIDIUM CI ER,28.830.325/0001-10,"522.407,00",48244286.45,FII,31/12/2022,SARE11
4,FII KINEA HYCI,30.130.708/0001-28,"242.467,00",23715697.27,FII,31/12/2022,SARE11
5,FII KINEA SCCI,35.864.448/0001-38,"137.704,00",11897625.6,FII,31/12/2022,SARE11
6,FII MAUA CI ER,23.648.935/0001-84,"361.443,00",31770839.7,FII,31/12/2022,SARE11
7,FII VALORAIPCI ER,34.197.811/0001-46,"460,00",39518.6,FII,31/12/2022,SARE11
0,ITAÚ SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"106.528,70",6095326.93,Outros,31/12/2022,SDIL11
0,Fundo Investimento Imobiliario TG Ativo Real,25.032.881/0001-53,"163.372,00",19931384.0,FII,31/12/2022,SNCI11
1,RB CAPITAL RECEBIVEIS (EXT-BRLTRUS),35.689.733/0001-60,"120.445,00",10564230.95,FII,31/12/2022,SNCI11
2,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"53.936,11",3085387.99,Outros,31/12/2022,SNCI11
0,AF INVEST CRI FII RI,36.642.293/0001-58,"30.176,00",2866720.0,FII,31/12/2022,SNFF11
1,ALIANZA TRUST RI FII,28.737.771/0001-85,"155.799,00",17295246.99,FII,31/12/2022,SNFF11
2,AMERICAS 700 FUNDO DE INVESTIMENTO,26.499.833/0001-32,"130.561,00",13513063.5,FII,31/12/2022,SNFF11
3,BANESTES RECEBIVEIS IMOBILIARIOS FU,22.219.335/0001-38,"18.882,00",1799643.42,FII,31/12/2022,SNFF11
4,BRIO MULTIESTRATEGIA - FII,41.081.356/0001-84,"1,00",7.5,FII,31/12/2022,SNFF11
5,BRM FUNDO DE INVESTIMENTO IMOBILIARIO,44.107.380/0001-33,"6.375,00",534792.62,FII,31/12/2022,SNFF11
6,BTG PACTUAL LOGISTICA FII,11.839.593/0001-09,"83.978,00",8431391.2,FII,31/12/2022,SNFF11
7,CAIXA RIO BRAVO FUNDO DE FDO INV IM,31.887.401/0001-39,"3.643,00",240547.29,FII,31/12/2022,SNFF11
8,CF3 FUNDO DE INVESTIMENTO IMOBILIAR,41.325.993/0001-59,"500,00",500000.0,FII,31/12/2022,SNFF11
9,CSHG JHSF PRIME OFFICES FII,11.260.134/0001-68,"19.029,00",5008623.09,FII,31/12/2022,SNFF11
10,CSHG LOGISTICA FUNDO DE INVESTIMENT,11.728.688/0001-47,"12.294,00",2022363.0,FII,31/12/2022,SNFF11
11,CSHG RENDA URBANA FI IMOBILIARIO FI,29.641.226/0001-53,"113.119,00",13822010.61,FII,31/12/2022,SNFF11
12,DEVANT FUNDO DE FUNDOS IMOBILIARIOS,39.863.059/0001-49,"30.000,00",2190000.0,FII,31/12/2022,SNFF11
13,FATOR VERITA FUNDO DE INVESTIMENTO,11.664.201/0001-00,"966,00",85858.08,FII,31/12/2022,SNFF11
14,FII - VBI LOGISTICO,30.629.603/0001-18,"40.450,00",4167563.5,FII,31/12/2022,SNFF11
15,FII - VBI PRIME PROPERTIES,35.652.102/0001-76,"126.118,00",11823562.5,FII,31/12/2022,SNFF11
16,FII CRI INTEGRAL BREI1,40.011.251/0001-96,"5.064,00",432972.0,FII,31/12/2022,SNFF11
17,FII INDUSTRIAL DO BRASIL,14.217.108/0001-45,"1.812,00",846475.8,FII,31/12/2022,SNFF11
18,FII IRIDIUM RECEBIVEIS IMOBILIARIOS,28.830.325/0001-10,"27.161,00",2508318.35,FII,31/12/2022,SNFF11
19,FII MAUA CAPITAL RECEB IMOV FII,23.648.935/0001-84,"89.090,00",7831011.0,FII,31/12/2022,SNFF11
20,FII MOGNO CRI HIGH GRADE,35.652.204/0001-91,"1,00",78.11,FII,31/12/2022,SNFF11
21,FII MOGNO FUNDO DE FUNDOS,29.216.463/0001-77,"1,00",58.92,FII,31/12/2022,SNFF11
22,FII REC RECEBIVEIS IMOBILIARIO,28.152.272/0001-26,"124.650,00",10941777.0,FII,31/12/2022,SNFF11
23,FII SUCCESPAR VAREJO,27.538.422/0001-71,"102.593,00",11925211.36,FII,31/12/2022,SNFF11
24,FDO INV IMOB RBR PROPERTIES - FII,21.408.063/0001-51,"128.408,00",6547523.92,FII,31/12/2022,SNFF11
25,RB CAPITAL I FUNDO DE FUNDOS FII ,34.027.774/0001-28,"80.102,00",5607140.0,FII,31/12/2022,SNFF11
26,FII OURINVEST FUNDOS ,30.791.386/0001-68,"100,00",6287.0,FII,31/12/2022,SNFF11
27,FDO INV. IMOB. REC LOGISTICA,37.112.770/0001-36,"160.119,00",11693490.57,FII,31/12/2022,SNFF11
28,FDO INV IMOB TG ATIVO REAL,25.032.881/0001-53,"81.700,00",9967400.0,FII,31/12/2022,SNFF11
29,GALAPAGOS RI FII,38.293.897/0001-61,"11.045,00",1026411.85,FII,31/12/2022,SNFF11
30,GGR COVEPI RENDA FUNDO DE INVESTIME,26.614.291/0001-00,"56,00",6496.0,FII,31/12/2022,SNFF11
31,HECTARE CE - FI (EXT-VORTX),30.248.180/0001-96,"30,00",3007.2,FII,31/12/2022,SNFF11
32,HEDGE TOP FOFII 3 FII,18.307.582/0001-19,"75,00",5226.75,FII,31/12/2022,SNFF11
33,HSI ATIVOS FINANCEIROS FUNDOS INVES,35.360.687/0001-50,"1,00",78.9,FII,31/12/2022,SNFF11
34,HSI MALLS FUNDO DE INVESTIMENTO IMO,32.892.018/0001-31,"133.426,00",10919583.84,FII,31/12/2022,SNFF11
35,IRIDIUM FII,41.076.564/0001-95,"4.584,00",424340.88,FII,31/12/2022,SNFF11
36,JPP ALLOCATON MOGNO FUNDO DE INVEST,30.982.880/0001-00,"16,00",1692.96,FII,31/12/2022,SNFF11
37,JS REAL ESTATE MULTIGESTAO FII,13.371.132/0001-71,"49.618,00",3622114.0,FII,31/12/2022,SNFF11
38,KILIMA FUNDO DE INVESTIMENTO EM COT,36.669.660/0001-07,"881.640,00",7141284.0,FII,31/12/2022,SNFF11
39,LORIEN FUNDO DE INVESTIMENTO IMOBIL,43.741.171/0001-84,"54.781,00",5478100.0,FII,31/12/2022,SNFF11
40,MAUA CAPITAL HED FII,36.642.139/0001-86,"17.393,00",159841.67,FII,31/12/2022,SNFF11
41,MOGNO SUNO LOGISTICA FII,40.041.711/0001-29,"79.477,00",3172721.84,FII,31/12/2022,SNFF11
42,MORE RECEBIVEIS IMOBILIARIOS FII -,40.102.474/0001-69,"42.242,00",4018481.46,FII,31/12/2022,SNFF11
43,NAVI RESIDENCIAL FUNDO DE INVESTIME,42.432.327/0001-82,"99.569,00",877202.89,FII,31/12/2022,SNFF11
44,QUASAR CREDITO IMOBILIARIO FUNDO DE,32.400.264/0001-29,"1,00",81.01,FII,31/12/2022,SNFF11
45,RB CAPITAL DESENVOLVIMENTO RESIDEN,31.161.410/0001-48,"8.725,00",553165.0,FII,31/12/2022,SNFF11
46,RBR CRI - FII,40.011.268/0001-43,"1,00",84.01,FII,31/12/2022,SNFF11
47,RIO BRAVO CREDITO IMOBILIARIO HIGH,37.899.479/0001-50,"1,00",97.01,FII,31/12/2022,SNFF11
48,RIO BRAVO CREDITO IMOBILIARIO IV FU,30.647.758/0001-87,"1,00",86.05,FII,31/12/2022,SNFF11
49,SEQUOIA III RENDA IMOBILIARIA – FUN,09.517.273/0001-82,"4.073,00",253381.33,FII,31/12/2022,SNFF11
50,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,"14.523,00",1429934.58,FII,31/12/2022,SNFF11
51,TRX REAL ESTATE FII - FII,28.548.288/0001-52,"53.585,00",5634462.75,FII,31/12/2022,SNFF11
52,URCA PRIME RENDA FII - FII,34.508.872/0001-87,"59.982,00",6064180.2,FII,31/12/2022,SNFF11
53,VALORA CRI CDI FII,29.852.732/0001-91,"9.017,00",88817.45,FII,31/12/2022,SNFF11
54,VALORA CRI INDICE PRECO FII - FII,34.197.811/0001-46,"116.958,00",10047861.78,FII,31/12/2022,SNFF11
55,VINCI LOGISTICA FUNDO DE INVESTIMEN,24.853.044/0001-22,"93.781,00",9371535.33,FII,31/12/2022,SNFF11
56,VINCI SHOP CENTERS FII,17.554.274/0001-25,"42.955,00",4562680.1,FII,31/12/2022,SNFF11
57,XP LOG FUNDO INVESTIMENTO IMOBILIAR,26.502.794/0001-85,"129.922,00",12872671.77,FII,31/12/2022,SNFF11
58,XP MALLS FII,28.757.546/0001-00,"110.740,00",10595603.2,FII,31/12/2022,SNFF11
59,BTGP TESOURO SELIC FI RF REFERENCIADO DI,09.215.250/0001-13,"641.382,80",2324593.2,Outros,31/12/2022,SNFF11
0,ITAU RF REFER DI CUSTODIA SOB LP FICFI,23.731.558/0001-42,"146.767,79",2439836.11,Outros,31/03/2023,SPTW11
0,ITAU RF REFER DI CUSTODIA SOB LP FICFI,23.731.558/0001-42,"86.157,08",1340481.79,Outros,30/09/2022,SPTW11
0,ITAU RF REFER DI CUSTODIA SOB LP FICFI,23.731.558/0001-42,"85.329,59",1380067.43,Outros,31/12/2022,SPTW11
0,BRIO CRÉDITO ESTRUTURADO - FII - BICE11,39.332.032/0001-20,"2.414,00",2293300.0,FII,31/12/2022,TGAR11
1,HGI CRÉDITOS IMOBILIÁRIOS FII - HGIC11,38.456.508/0001-71,"165.138,00",17172700.62,FII,31/12/2022,TGAR11
2,FII MAUA CAPITAL RECEBÍVEIS IMOBILIÁRIOS - MCCI11,23.648.935/0001-84,"85.387,00",7505517.3,FII,31/12/2022,TGAR11
3,BRIO CRÉDITO ESTRUTURADO - FII - BICE16,39.332.032/0001-20,"420,00",420000.0,FII,31/12/2022,TGAR11
4,Bradesco Corp FIRF Ref DI FEDERAL EXTRA,05.629.904/0001-02,"59.795,80",395409.95,Outros,31/12/2022,TGAR11
5,Safra Capital Market Premium FIC FIRF REF DI CP,17.254.044/0001-40,"465.567,62",109176770.35,Outros,31/12/2022,TGAR11
0,FII LOTE M2,35.449.574/0001-26,"50.050.647,23",54909558.29,FII,31/12/2022,TORD11
1,FII IC LOTEAMENTOS,38..49.8.7/58/0-00,"84.662,00",8542541.67,FII,31/12/2022,TORD11
2,R CAP 18 FUNDO DE INVESTIMENTO IMOBILIÁRIO - XBXO13 ,36..81.4.8/09/0-00,"130.000,00",13000000.0,FII,31/12/2022,TORD11
3,DEVANT FUNDO DE FUNDOS IMOBILIÁRIOS - DVFF11 ,39..86.3.0/59/0-00,"47.119,00",3439687.0,FII,31/12/2022,TORD11
4,R CAP 18 FUNDO DE INVESTIMENTO IMOBILIÁRIO - XBXO11,36..81.4.8/09/0-00,"75.000,00",7500000.0,FII,31/12/2022,TORD11
5,FII SERRA VERDE,38..08.2.7/96/0-00,"11.656.958,00",111378583.31,FII,31/12/2022,TORD11
6,Bradesco Empresas FIC Referenciado DI,05.629.904/0001-02,"196.598,23",1297192.61,Outros,31/12/2022,TORD11
0,FII BTLG - BTLG11,11.839.593/0001-09,"157.948,00",15857979.2,FII,30/12/2022,TRXF11
1,FII CAPI SEC - CPTS11,18..97.9.8/95/0-00,"382.084,00",31365275.56,FII,30/12/2022,TRXF11
2,FII VBI CRI - CVBI11,28..72.9.1/97/0-00,"15.735,00",1357930.5,FII,30/12/2022,TRXF11
3,FII BRL1873 - VBI CONS ESSE FII - EVBI11,34.691.520/0001-00,"102.898,00",9703281.4,FII,30/12/2022,TRXF11
4,FII CSHG CRI - HGCR11,11.160.521/0001-22,"12.777,00",1305170.55,FII,30/12/2022,TRXF11
5,FII CSHG LOG - HGLG11,11..72.8.6/88/0-00,"9.199,00",1513235.5,FII,30/12/2022,TRXF11
6,FII CSHG URB - HGRU11,29..64.1.2/26/0-00,"10.677,00",1304622.63,FII,30/12/2022,TRXF11
7,FII IRIDIUM - IRDM11,28.830.325/0001-10,"14.216,00",1312847.6,FII,30/12/2022,TRXF11
8,FII KINEA IP - KNIP11,24..96.0.4/30/0-00,"15.060,00",1384767.0,FII,30/12/2022,TRXF11
9,FII KINEA SC - KNSC11,35..86.4.4/48/0-00,"15.219,00",1314921.6,FII,30/12/2022,TRXF11
10,FII MAUA - MCCI11,23..64.8.9/35/0-00,"12.075,00",1061392.5,FII,30/12/2022,TRXF11
11,FII UBS (BR) - RECR11,28..15.2.2/72/0-00,"16.107,00",1413872.46,FII,30/12/2022,TRXF11
12,FII BRL1818 - TRX REAL ESTATE II FII - TRXB11,36.368.925/0001-37,"2.559.491,00",317325694.18,FII,30/12/2022,TRXF11
13,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,60.175.696/0001-73,"1.533.869,39",87691113.44,Outros,30/12/2022,TRXF11
0,FII BRESCO - BRCO11,20..74.8.5/15/0-00,"8.848,00",871881.92,FII,30/06/2022,TRXF11
1,FII CAPI SEC - CPTS11,18..97.9.8/95/0-00,"382.084,00",34708510.56,FII,30/06/2022,TRXF11
2,FII VBI CRI - CVBI11,28..72.9.1/97/0-00,"11.996,00",1193602.0,FII,30/06/2022,TRXF11
3,FII BRL1873 - VBI CONSUMO ESSENCIAL FII - EVBI11,34..69.1.5/20/0-00,"102.898,00",10175583.22,FII,30/06/2022,TRXF11
4,FII CSHG LOG - HGLG11,11..72.8.6/88/0-00,"6.482,00",1065770.44,FII,30/06/2022,TRXF11
5,FII CSHG URB - HGRU11,29..64.1.2/26/0-00,"8.914,00",1058002.66,FII,30/06/2022,TRXF11
6,FII KINEA IP - KNIP11,24..96.0.4/30/0-00,"11.306,00",1144054.14,FII,30/06/2022,TRXF11
7,FII KINEA SC - KNSC11,35..86.4.4/48/0-00,"10.781,00",1014276.48,FII,30/06/2022,TRXF11
8,FII VBI LOG - LVBI11,30..62.9.6/03/0-00,"8.630,00",849796.1,FII,30/06/2022,TRXF11
9,FII MAUA - MCCI11,23..64.8.9/35/0-00,"10.704,00",1046851.2,FII,30/06/2022,TRXF11
10,FII UBS (BR) - RECR11,28..15.2.2/72/0-00,"10.709,00",1070900.0,FII,30/06/2022,TRXF11
11,FII TRX REAL ESTATE II - TRXB11,36..36.8.9/25/0-00,"1.320.572,00",165401643.0,FII,30/06/2022,TRXF11
12,FII XP LOG - XPLG11,26.502.794/0001-56,"9.270,00",868320.9,FII,30/06/2022,TRXF11
13,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,60.175.696/0001-73,"190.605,77",10215801.81,Outros,30/06/2022,TRXF11
0,FII BTLG - BTLG11,11.839.593/0001-09,"157.948,00",15857979.2,FII,30/12/2022,TRXF11
1,FII CAPI SEC - CPTS11,18..97.9.8/95/0-00,"382.084,00",31365275.56,FII,30/12/2022,TRXF11
2,FII VBI CRI - CVBI11,28..72.9.1/97/0-00,"15.735,00",1357930.5,FII,30/12/2022,TRXF11
3,FII BRL1873 - VBI CONS ESSE FII - EVBI11,34.691.520/0001-00,"102.898,00",9703281.4,FII,30/12/2022,TRXF11
4,FII CSHG CRI - HGCR11,11.160.521/0001-22,"12.777,00",1305170.55,FII,30/12/2022,TRXF11
5,FII CSHG LOG - HGLG11,11..72.8.6/88/0-00,"9.199,00",1513235.5,FII,30/12/2022,TRXF11
6,FII CSHG URB - HGRU11,29..64.1.2/26/0-00,"10.677,00",1304622.63,FII,30/12/2022,TRXF11
7,FII IRIDIUM - IRDM11,28.830.325/0001-10,"14.216,00",1312847.6,FII,30/12/2022,TRXF11
8,FII KINEA IP - KNIP11,24..96.0.4/30/0-00,"15.060,00",1384767.0,FII,30/12/2022,TRXF11
9,FII KINEA SC - KNSC11,35..86.4.4/48/0-00,"15.219,00",1314921.6,FII,30/12/2022,TRXF11
10,FII MAUA - MCCI11,23..64.8.9/35/0-00,"12.075,00",1061392.5,FII,30/12/2022,TRXF11
11,FII UBS (BR) - RECR11,28..15.2.2/72/0-00,"16.107,00",1413872.46,FII,30/12/2022,TRXF11
12,FII BRL1818 - TRX REAL ESTATE II FII - TRXB11,36.368.925/0001-37,"2.559.491,00",317325694.18,FII,30/12/2022,TRXF11
13,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,60.175.696/0001-73,"1.533.869,39",87691113.44,Outros,30/12/2022,TRXF11
0,CVPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - CVPR11,38..29.4.3/29/0-00,"110.000,00",10846000.0,FII,31/12/2022,URPR11
0,CYRELA CRÉDITO FII,36.501.233/0001-15,"2.066.030,00",16610881.2,FII,31/03/2023,VCJR11
0,FII KILIMA VOLKANO - KIVO11,42.273.325/0001-98,"3.442,00",334562.4,FII,30/12/2022,VCRI11
1,FII LESTE PA - LSPA11,31.847.293/0001-70,"42.743,00",4587606.19,FII,30/12/2022,VCRI11
2,FII NAVI CREDITO,40.041.603/0001-56,"100.000,00",999743.45,FII,30/12/2022,VCRI11
3,FII VALORA CRI INFRA,46.322.850/0001-07,"29.552,00",3000916.03,FII,30/12/2022,VCRI11
4,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"110.066,30",13037200.21,Outros,30/12/2022,VCRI11
0,PLANTA DESENVOLVIMENTO URBANO &amp; RETROFIT FII,45..12.0.7/86/0-00,"17.203,51",20318323.54,FII,31/03/2023,VGHF11
1,Valora Cri Infra FII,46..32.2.8/50/0-00,"265.999,00",27410849.82,FII,31/03/2023,VGHF11
2,FII BARIGUI RENDIMENTOS IMOBILIÁRIOS ,29..26.7.5/67/0-00,"50.550,00",4019230.5,FII,31/03/2023,VGHF11
3,FII BTG PACTUAL FUNDOS DE FUNDOS ,11..02.6.6/27/0-00,"100,00",6183.0,FII,31/03/2023,VGHF11
4,BRC-II FUNDO DE INVESTIMENTO IMOBILIÁRIO,43..86.2.6/25/0-00,"30.000,00",3000000.0,FII,31/03/2023,VGHF11
5,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,08..92.4.7/83/0-00,"44.666,00",2357471.48,FII,31/03/2023,VGHF11
6,FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,09..55.2.8/12/0-00,"306.720,00",2757412.8,FII,31/03/2023,VGHF11
7,BTG PACUTAL LOGISTICA FII,11..83.9.5/93/0-00,"100,00",9449.0,FII,31/03/2023,VGHF11
8,CAPITANIA SECURITIES II FII,8..979..89/5/00-01,"63.973,00",4853631.51,FII,31/03/2023,VGHF11
