,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,symbol,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap
163,BRL,FII GEN SHOPCI,Fundo de Investimento Imobiliário General Shopping Ativo e Renda - FII,0.6500015,1.0441791,2023-07-28T19:49:41.000Z,62.9,62.9,61.81 - 62.9,61.81,3461.0,62.25,62.25,17.400002,0.38241762,45.5 - 63.27,-0.36999893,-0.0058479365,45.5,63.27,FIGS11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,51.12435,11.77565,0.23033348,3183.0,3316.0,163005360.0
164,BRL,FII PLURAL LCI,Genial Logistica Fundo De Investimento Imobiliario,-0.12999725,-0.18536611,2023-07-28T19:54:34.000Z,70.0,70.14,69.6 - 70.14,69.6,812.0,70.13,70.12,4.5,0.06870229,65.5 - 81.99,-11.989998,-0.14623733,65.5,81.99,GLOG11,,,https://brapi.dev/favicon.svg,71.35855,-1.358551,-0.019038377,1065.0,499.0,
165,BRL,FII PLUR URBCI,Plural Renda Urbana FII,0.0,0.0,2023-07-27T16:54:00.000Z,104.0,104.0,104.0 - 104.0,104.0,0.0,104.0,0.0,4.0,0.04,100.0 - 104.0,0.0,0.0,100.0,104.0,GURB11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,101.22944,2.7705612,0.027369125,14492.0,40196.0,
166,BRL,FII GGRCOVEPCI,Ggr Covipe Renda Fundo Investimento Imobiliario,0.08999634,0.0744325,2023-07-28T20:00:00.000Z,121.0,121.0,120.7 - 121.0,120.7,5816.0,120.91,120.98,23.800003,0.244856,97.2 - 124.95,-3.949997,-0.03161262,97.2,124.95,GGRC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,111.76096,9.239037,0.082667835,10905.0,8434.0,
167,BRL,FII GP RCFA CI,Grupo Rcfa Fundo De Investimento,-0.03999996,-1.5444001,2023-07-28T19:47:42.000Z,2.55,2.58,2.52 - 2.58,2.52,1484.0,2.59,2.58,0.44000006,0.20853084,2.11 - 4.93,-2.3799999,-0.4827586,2.11,4.93,RCFA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,2.85035,-0.30034995,-0.10537301,844.0,1303.0,29780174.0
168,BRL,FII GTIS LG CI,Gtis Brazil Properties Fundo De Investimento Imobiliario - Fii,-1.0,-1.5384616,2023-07-28T20:05:00.000Z,64.0,65.01,59.0 - 65.01,59.0,948.0,65.0,65.01,5.0,0.084745765,59.0 - 100.0,-36.0,-0.36,59.0,100.0,GTLG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,96.8632,-32.863197,-0.33927435,78.0,189.0,563166080.0
169,BRL,FII GUARDIANCI,Guardian Logistica Fundo De Investimento Imobiliario,0.010000229,0.10965164,2023-07-28T20:05:00.000Z,9.13,9.14,9.09 - 9.14,9.09,151739.0,9.12,9.12,1.1400003,0.1426784,7.99 - 10.0,-0.8699999,-0.08699999,7.99,10.0,GALG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.93735,0.19264984,0.021555588,95176.0,129809.0,
170,BRL,FII HABIT IICI,Habitat Ii - Fundo De Investimento Imobiliario,0.25,0.2610966,2023-07-28T20:05:00.000Z,96.0,96.5,95.75 - 96.5,95.75,13847.0,95.75,95.75,13.989998,0.17058893,82.01 - 98.49,-2.4899979,-0.025281733,82.01,98.49,HABT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,89.7884,6.2116013,0.069180444,16195.0,13921.0,388512960.0
171,BRL,FII HECTARE CI,Fundo De Investimento Imobiliario Hectare Ce,-1.2999992,-2.3297477,2023-07-28T20:06:00.000Z,54.5,55.4,53.81 - 55.4,53.81,86426.0,55.8,55.33,11.299999,0.26157406,43.2 - 113.27,-58.769997,-0.5188488,43.2,113.27,HCTR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,77.79855,-23.298553,-0.29947284,69230.0,55733.0,1107025792.0
172,BRL,FII HECT DESCI,Hectare Student Housing I - Fundo De Investimento Em Participacoes Multiestrategia,0.61999893,1.1923056,2023-07-28T17:34:38.000Z,52.62,52.62,51.9 - 52.62,51.9,14.0,52.0,51.9,0.7199974,0.013872782,51.9 - 52.62,0.0,0.0,51.9,52.62,HCST11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,,,,,,
173,BRL,FII HECT CRICI,Hectare Recebiveis High Grade Fundo De Investimento Imobiliario  Fii,0.9599991,1.1999989,2023-07-28T19:51:00.000Z,80.96,80.98,80.0 - 80.98,80.0,1898.0,80.0,80.02,4.449997,0.05816229,76.51 - 88.9,-7.9400024,-0.089313865,76.51,88.9,HCHG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,82.7167,-1.7566986,-0.021237534,437.0,1087.0,
174,BRL,FII HEDGEAAACI,Hedge Aaa Fundo De Investimento Imobiliario,0.0,0.0,2023-07-27T15:03:01.000Z,64.0,64.0,64.0 - 64.0,64.0,0.0,64.0,0.0,4.0999985,0.06844739,59.9 - 98.2,-34.199997,-0.3482688,59.9,98.2,HAAA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.8389,-10.838898,-0.14482974,28.0,14.0,
175,BRL,FII HATRIUM CI,Cshg Atrium Shopping Santo Andr Fundo De Investimento Imobilirio Fii,0.0,0.0,2023-07-28T14:44:19.000Z,66.0,66.0,66.0 - 66.0,66.0,3.0,66.0,0.0,2.1699982,0.033996522,63.83 - 85.2,-19.199997,-0.22535208,63.83,85.2,ATSA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,76.208984,-10.208984,-0.13396038,9.0,9.0,
176,BRL,FII HEDGEBS CI,HEDGE Brasil Shopping Fundo de Investimento Imobiliário,1.5899963,0.71425194,2023-07-28T20:05:00.000Z,224.2,224.93,222.51 - 224.93,222.51,6314.0,222.61,223.52,49.399994,0.28260866,174.8 - 224.93,-0.7299957,-0.0032454352,174.8,224.93,HGBS11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,195.02196,29.17804,0.14961413,8643.0,6061.0,2241999872.0
177,BRL,FII HEDGE DVCI,Hedge Desenvolvimento Logistico Fundo De Investimento Imobiliario,0.0,0.0,2023-05-03T18:18:46.000Z,106.09,106.09,106.09 - 106.09,106.09,0.0,106.09,0.0,1.9199982,0.018431393,104.17 - 106.09,0.0,0.0,104.17,106.09,HDEL11,,,https://brapi.dev/favicon.svg,105.56724,0.5227585,0.004951901,2.0,0.0,
178,BRL,FII FLORIPA CI,Fundo de Investimento Imobiliário - FII Floripa Shopping,0.0,0.0,2023-07-28T15:09:41.000Z,1910.0,1910.0,1910.0 - 1910.0,1910.0,5.0,1910.0,1910.0,480.0,0.33566433,1430.0 - 2140.0,-230.0,-0.10747664,1430.0,2140.0,FLRP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1627.7812,282.21875,0.17337634,6.0,5.0,
179,BRL,FII HEDGELOGCI,Hedge Logistica Fundo Investimento Imobiliario,-0.09000397,-0.09377366,2023-07-28T19:52:48.000Z,95.89,96.27,94.84 - 96.27,94.84,589.0,95.98,95.98,15.650002,0.1950399,80.24 - 99.78,-3.8899994,-0.038985763,80.24,99.78,HLOG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.47175,8.418251,0.096239656,1310.0,903.0,
180,BRL,FII HOFFICEICI,Hedge Office Income Fundo De Investimento Imobiliario,-0.17000008,-0.7039341,2023-07-28T19:52:25.000Z,23.98,24.27,23.9 - 24.27,23.9,4236.0,24.15,24.15,0.9899998,0.04306219,22.99 - 26.2,-2.2200012,-0.08473287,22.99,26.2,HOFC11,,,https://brapi.dev/favicon.svg,24.376091,-0.39609146,-0.016249178,4451.0,3322.0,90620416.0
181,BRL,FII HEDGE OFCI,Hedge Paladin Design Offices Fundo De Investimento Imobiliario,0.0,0.0,2023-06-06T18:51:56.000Z,115.0,115.0,115.0 - 115.0,115.0,0.0,115.0,0.0,0.0,0.0,115.0 - 130.0,-15.0,-0.115384616,115.0,130.0,HDOF11,,,https://brapi.dev/favicon.svg,120.0,-5.0,-0.041666668,70.0,126.0,
182,BRL,FII HREALTY CI,Hedge Realty Development Fundo Investimento Imobiliario FII,0.01999998,0.41493738,2023-07-28T18:38:47.000Z,4.84,4.92,4.55 - 4.92,4.55,359.0,4.82,4.92,0.84000015,0.21000004,4.0 - 6.5,-1.6599998,-0.2553846,4.0,6.5,HRDF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,4.7354,0.10459995,0.022088936,604.0,883.0,
183,BRL,FII HEDGERECCI,Hedge Recebiveis Fundo De Investimento Imobiliario,-0.13999939,-0.16696408,2023-07-28T19:53:33.000Z,83.71,84.88,83.5 - 84.88,83.5,2226.0,83.85,84.09,0.20999908,0.002514959,83.5 - 84.88,-1.1699982,-0.013784145,83.5,84.88,HREC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,,,,,,
184,BRL,FII HEDGE SDCI,Hedge Seed Fundo De Investimeto Imobiliario,0.0,0.0,2023-07-27T19:50:00.000Z,98.19,98.19,98.19 - 98.19,98.19,0.0,98.19,0.0,13.190002,0.1551765,85.0 - 107.0,-8.809998,-0.082336426,85.0,107.0,SEED11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,98.92025,-0.7302475,-0.0073821843,229.0,150.0,161031600.0
185,BRL,FII HEDGEPDPCI,Hedge Real Estate I Fundo De Investimento Imobliario,0.0,0.0,2023-07-28T19:53:18.000Z,82.98,82.98,81.98 - 82.98,81.98,31.0,82.98,82.98,19.980003,0.3171429,63.0 - 88.2,-5.2199936,-0.0591836,63.0,88.2,HPDP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.3579,8.622101,0.115954064,88.0,21.0,
186,BRL,FII HTOPFOF3CI,Hedge Top Fofii 3 Fundo Investimento Imobilirio,0.25,0.3164557,2023-07-28T20:05:00.000Z,79.25,79.5,78.0 - 79.5,78.0,46583.0,79.0,79.5,15.25,0.23828125,64.0 - 81.24,-1.9899979,-0.024495296,64.0,81.24,HFOF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.37875,8.871246,0.12605007,28826.0,33784.0,1823700992.0
187,BRL,FII HGI CRI CI,Hgi Creditos Imobiliarios Fundo De Investimento,0.0,0.0,2023-07-28T13:20:05.000Z,106.52,106.71,106.52 - 106.71,106.52,2.0,106.52,106.71,20.68,0.24091335,85.84 - 110.0,-3.4800034,-0.031636395,85.84,110.0,HGIC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,101.27925,5.2407455,0.0517455,3898.0,59.0,
188,BRL,FII HSI CRI CI,Hsi Ativos Financeiros Fundos Investimentos Imoliarios,0.41000366,0.46782708,2023-07-28T19:54:52.000Z,88.05,88.5,87.6 - 88.5,87.6,7721.0,87.64,87.94,12.7400055,0.16916752,75.31 - 92.79,-4.739998,-0.051083066,75.31,92.79,HSAF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,81.2604,6.789604,0.083553664,5037.0,5226.0,
189,BRL,FII HSI LOG CI,Hsi Logistica Fundo De Investimento Imobiliario,0.94000244,0.9888518,2023-07-28T20:05:00.000Z,96.0,96.9,95.11 - 96.9,95.11,10935.0,95.06,95.11,22.849998,0.31237182,73.15 - 98.99,-2.9899979,-0.03020505,73.15,98.99,HSLG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,86.30385,9.696152,0.11234901,10375.0,7317.0,
190,BRL,FII HSI MALLCI,Hsi Malls Fundo De Investimento Imobiliario,0.44000244,0.46798816,2023-07-28T20:05:00.000Z,94.46,94.46,93.75 - 94.46,93.75,26264.0,94.02,94.02,20.470001,0.27665904,73.99 - 94.96,-0.5,-0.005265375,73.99,94.96,HSML11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,83.7257,10.734299,0.12820794,32728.0,37123.0,1490635520.0
191,BRL,FII HSIRENDACI,Hsi Renda Imobiliario - Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T18:02:00.000Z,102.56,102.56,102.56 - 102.56,102.56,92924.0,102.56,102.56,13.860001,0.15625706,88.7 - 104.24,-1.6800003,-0.016116656,88.7,104.24,HSRE11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,101.88035,0.67964935,0.0066710543,16467.0,9301.0,
192,BRL,FII HUSI    CI,Husi Fundo De Investimento Imobiliario,0.0,0.0,2023-07-24T16:48:22.000Z,1136.8,1136.8,1136.8 - 1136.8,1136.8,0.0,1136.8,0.0,445.80005,0.64515203,691.0 - 1160.0,-23.199951,-0.019999959,691.0,1160.0,HUSI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1062.1256,74.67444,0.0703066,18.0,18.0,
193,BRL,FII INTER IPCI,Ifi D Inter Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T20:05:00.000Z,77.44,77.44,76.5 - 77.44,76.5,527.0,77.44,76.5,7.4400024,0.10628575,70.0 - 83.74,-6.2999954,-0.07523281,70.0,83.74,ITIP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,76.6524,0.7876053,0.010275025,1197.0,616.0,
194,BRL,FII INTER   CI,Inter Titulos Imobiliarios Fundo De Investimento Imobiliario,0.0,0.0,2023-07-27T17:31:52.000Z,98.46,98.46,98.46 - 98.46,98.46,0.0,98.46,0.0,12.459999,0.1448837,86.0 - 110.48,-12.020004,-0.108798005,86.0,110.48,BICR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,97.8712,0.5887985,0.006016055,6.0,7.0,
195,BRL,FII IRIM    CI  ER,Iridium Fundo De Investimento Imobiliario,-0.5200043,-0.5479497,2023-07-28T19:54:21.000Z,94.38,94.82,93.26 - 94.82,93.26,565.0,94.9,94.5,11.889999,0.14413868,82.49 - 109.0,-14.620003,-0.13412847,82.49,109.0,IRIM11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.09355,2.2864456,0.024827424,1093.0,739.0,
196,BRL,FII ITAU TEMCI,Itau Tempus Fundo De Investimento Imobiliario,0.5400009,0.5140908,2023-07-28T19:53:41.000Z,105.58,106.03,105.04 - 106.03,105.04,396.0,105.04,105.57,10.580002,0.11136844,95.0 - 112.99,-7.409996,-0.065580994,95.0,112.99,TMPS11,,,https://brapi.dev/favicon.svg,104.912155,0.6678467,0.0063657705,621.0,886.0,
197,BRL,FII JBFO FOFCI  ER,Jbfo Fof Fundo De Investimento Imobiliario,0.55000305,0.6013591,2022-11-08T19:40:59.000Z,92.01,92.01,92.01 - 92.01,92.01,0.0,91.46,0.0,0.0,0.0,92.01 - 92.01,0.0,0.0,92.01,92.01,JBFO11,,,https://brapi.dev/favicon.svg,,,,,,
198,BRL,FII JFL LIV CI,JFL Living Fundo De Investimento Imobiliario,0.5,0.6849315,2023-07-28T19:17:32.000Z,73.5,73.5,73.0 - 73.5,73.0,1513.0,73.0,73.06,18.0,0.3243243,55.5 - 80.81,-7.3099976,-0.09045907,55.5,80.81,JFLL11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,65.23835,8.26165,0.12663794,944.0,1012.0,
199,BRL,FII JPP CAPICI,JPP Capital Fundo Invest Imobiliario FII,0.0,0.0,2023-07-10T14:53:13.000Z,192.0,192.0,192.0 - 192.0,192.0,0.0,192.0,0.0,82.0,0.74545455,110.0 - 200.0,-8.0,-0.04,110.0,200.0,JPPC11,,,https://brapi.dev/favicon.svg,151.2983,40.701706,0.2690163,8.0,0.0,
200,BRL,FII JPPA CRICI,JPP Capital Recebíveis Imobiliários Fundo de Investimento Imobiliário,-0.12999725,-0.13038842,2023-07-28T19:50:37.000Z,99.57,99.78,99.5 - 99.78,99.5,4257.0,99.7,99.7,10.57,0.11876404,89.0 - 113.99,-14.419998,-0.1265023,89.0,113.99,JPPA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,100.4487,-0.87870026,-0.008747752,4066.0,2901.0,
201,BRL,FII JS A FINCI,Js Ativos Financeiros Fundo De Investimento Imobiliario,-0.20000458,-0.20450366,2023-07-28T20:05:00.000Z,97.6,98.15,97.02 - 98.15,97.02,5284.0,97.8,97.59,22.099998,0.29271522,75.5 - 99.91,-2.3100052,-0.02312086,75.5,99.91,JSAF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,85.31415,12.285851,0.14400719,7249.0,7158.0,
202,BRL,FII JS REAL CI,JS Real Estate multigestão - FII fund,0.45999908,0.57499886,2023-07-28T20:05:00.000Z,80.46,80.98,79.9 - 80.98,79.9,37388.0,80.0,80.0,20.239998,0.3361009,60.22 - 89.96,-9.5,-0.10560249,60.22,89.96,JSRE11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,71.03225,9.42775,0.13272493,36435.0,32623.0,1670936960.0
203,BRL,FII KILIMA  CI,Kilima Fundo De Investimento Em Cotas De Fundos Imobiliarios Suno 30,0.05000019,0.5753762,2023-07-28T20:05:00.000Z,8.74,8.78,8.67 - 8.78,8.67,68579.0,8.69,8.67,1.1999998,0.15915117,7.54 - 8.99,-0.25,-0.027808677,7.54,8.99,KISU11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.09735,0.64264965,0.079365425,91625.0,89465.0,
204,BRL,FII KIVO    CI,Kilima Volkano Recebiveis Imobiliarios Fundo De Investimento Imobiliario,0.16999817,0.18109956,2023-07-28T19:53:40.000Z,94.04,95.0,93.9 - 95.0,93.9,2507.0,93.87,94.0,15.379997,0.195525,78.66 - 103.0,-8.959999,-0.08699028,78.66,103.0,KIVO11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,89.2525,4.7874985,0.053639937,2580.0,2946.0,
205,BRL,FII KINEA CRCI,Kinea Creditas Fundo De Investimento Imobiliario - FII,0.049995422,0.051083498,2023-07-28T20:05:00.000Z,97.92,98.0,97.83 - 98.0,97.83,2674.0,97.87,97.88,13.43,0.15895373,84.49 - 99.78,-1.8600006,-0.018641017,84.49,99.78,KCRE11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.2091,5.7108994,0.06193423,4962.0,3574.0,352512000.0
206,BRL,FII KINEA HYCI,Kinea High Yield Cri Fundo Investimento Imobiliario FII,-0.069999695,-0.07088577,2023-07-28T19:54:40.000Z,98.68,98.92,98.3 - 98.92,98.3,22326.0,98.75,98.49,5.6800003,0.061075274,93.0 - 102.0,-3.3199997,-0.032549016,93.0,102.0,KNHY11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,97.63735,1.0426483,0.010678785,28460.0,29652.0,1824672128.0
207,BRL,FII KII REALCI,Kinea II Real Estate Equity Fundo de Investimento Imobiliário,-0.00999999,-1.7543843,2023-07-28T19:43:41.000Z,0.56,0.58,0.56 - 0.58,0.56,10732.0,0.57,0.58,0.110000014,0.24444449,0.45 - 1.09,-0.53000003,-0.48623854,0.45,1.09,KNRE11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,0.6688,-0.108799994,-0.16267942,19605.0,28503.0,
208,BRL,FII KINEA IPCI,Kinea Indices Precos Fundo Investimento Imobiliario - FII,0.5299988,0.5803118,2023-07-28T20:06:00.000Z,91.86,91.95,91.32 - 91.95,91.32,74607.0,91.33,91.32,3.75,0.042560436,88.11 - 96.0,-4.1399994,-0.043124992,88.11,96.0,KNIP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,91.4476,0.4123993,0.0045096786,115502.0,149242.0,6534443008.0
209,BRL,FII KINEA   CI,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,-0.05000305,-0.031059723,2023-07-28T20:05:00.000Z,160.94,162.39,160.02 - 162.39,160.02,31305.0,160.99,161.18,26.940002,0.2010448,134.0 - 163.48,-2.5399933,-0.015537028,134.0,163.48,KNRI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,144.4615,16.4785,0.114068456,25298.0,24424.0,3887843840.0
210,BRL,FII KINEA RICI,Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII,0.5,0.5102041,2023-07-28T20:06:00.000Z,98.5,98.55,98.05 - 98.55,98.05,102402.0,98.0,98.19,7.4000015,0.08122943,91.1 - 103.61,-5.1100006,-0.04931957,91.1,103.61,KNCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,97.7444,0.7556,0.0077303657,142559.0,118095.0,4082736384.0
211,BRL,FII KINEA SCCI,Kinea Securities Fundo De Investimento Imobiliario – Fii,0.66999817,0.76544976,2023-07-28T20:05:00.000Z,88.2,88.29,87.53 - 88.29,87.53,38439.0,87.53,87.53,5.0,0.060096156,83.2 - 91.95,-3.75,-0.040783037,83.2,91.95,KNSC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,86.72145,1.4785461,0.01704937,40073.0,34875.0,1170925568.0
212,BRL,FII LEGATUS CI,Legatus Shoppings Fundo De Investimento Imobiliario - FII,-0.010002136,-0.00988451,2023-07-28T18:57:02.000Z,101.18,101.19,100.5 - 101.19,100.5,29323.0,101.19,101.18,16.18,0.19035295,85.0 - 109.99,-8.809998,-0.08009817,85.0,109.99,LASC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,98.64695,2.5330505,0.025677942,6326.0,20217.0,
213,BRL,FII LESTE PACI,Leste Riva Equity Preferencial I Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T16:42:55.000Z,101.3,101.3,101.3 - 101.3,101.3,20.0,101.3,101.3,0.0,0.0,101.3 - 107.7,-6.399994,-0.059424274,101.3,107.7,LSPA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,106.84705,-5.5470505,-0.051915802,3.0,2.0,40975852.0
214,BRL,FII LIFE    CI,Life Capital Partners Fundo De Investimentos Imobiliarios,-0.020000458,-0.19194297,2023-07-28T20:00:00.000Z,10.4,10.5,10.4 - 10.5,10.4,16663.0,10.42,10.45,0.90999985,0.095890395,9.49 - 11.99,-1.5900002,-0.13261053,9.49,11.99,LIFE11,,,https://brapi.dev/favicon.svg,10.2181635,0.18183613,0.017795382,18790.0,9584.0,109531752.0
215,BRL,FII LOFT II CI,Loft II Fundo De Investimento Imobiliario,4.399334,9.542886,2023-07-28T19:51:31.000Z,50.5,52.3,50.5 - 52.3,50.5,1945.0,46.100666,51.05,0.0,0.0,50.5 - 94.0,-43.5,-0.46276596,50.5,94.0,LFTT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,71.45515,-20.955147,-0.29326296,351.0,773.0,
216,BRL,FII LGCP INTCI  ES,Imob I Fundo De Investimento Imobiliario - FII,0.3600006,0.42085642,2023-07-28T20:05:00.000Z,85.9,85.95,84.73 - 85.95,84.73,9513.0,85.54,85.54,15.650002,0.22277582,70.25 - 89.29607,-3.3960648,-0.038031515,70.25,89.29607,LGCP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,79.47524,6.424759,0.08083975,7347.0,10290.0,
217,BRL,FII LUGGO   CI,Luggo Fundo De Investimento Imobiliario De FII,0.40999603,0.5043622,2023-07-28T19:54:45.000Z,81.7,82.0,81.0 - 82.0,81.0,3813.0,81.29,81.4,13.599998,0.1997063,68.1 - 83.0,-1.300003,-0.015662687,68.1,83.0,LUGG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.38295,7.317047,0.09836995,598.0,847.0,
218,BRL,FII MALLS BPCI,Malls Brasil Fundo Investimento Imobiliario,-0.83000183,-0.71447176,2023-07-28T20:05:00.000Z,115.34,116.93,115.01 - 116.93,115.01,20840.0,116.17,116.43,19.739998,0.20648533,95.6 - 119.1,-3.7600021,-0.03157013,95.6,119.1,MALL11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,105.1485,10.191498,0.096924804,28011.0,25660.0,1052438272.0
219,BRL,FII MANATI  CI,Manati Capital Hedge Fund Fundo De Investimento Imobiliario,0.05000019,0.5128225,2023-07-28T19:28:42.000Z,9.8,9.93,9.75 - 9.93,9.75,788.0,9.75,9.89,0.77999973,0.08647447,9.02 - 10.49,-0.6899996,-0.06577689,9.02,10.49,MANA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,9.8007,-0.00069999695,-7.142316e-05,26522.0,9606.0,192010416.0
220,BRL,FII MMVE OP CI,Mmve Oportunidades Imobiliarias Fundo De Investimento Imobiliario,0.0,0.0,2023-07-17T19:38:24.000Z,163.84,163.84,163.84 - 163.84,163.84,0.0,163.84,0.0,33.839996,0.26030767,130.0 - 165.83,-1.9900055,-0.012000274,130.0,165.83,MMVE11,,,https://brapi.dev/favicon.svg,155.58376,8.256241,0.053066213,0.0,0.0,
221,BRL,FII MAUA HF CI  ER,Maua Capital Hedge Fund Fundo De Investimento Imobiliario,0.05000019,0.5476472,2023-07-28T20:05:00.000Z,9.18,9.23,9.09 - 9.23,9.09,72733.0,9.13,9.13,1.1500006,0.14321303,8.03 - 9.9,-0.7199993,-0.0727272,8.03,9.9,MCHF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.91105,0.26895046,0.030181682,139171.0,123367.0,
222,BRL,FII MAXI RENCI,Maxi Renda Fundo De Investimento Imobiliaro - FII,0.019999504,0.18885273,2023-07-28T20:07:54.000Z,10.61,10.64,10.58 - 10.64,10.58,670793.0,10.59,10.59,0.92999935,0.09607431,9.68 - 10.97,-0.3600006,-0.032816827,9.68,10.97,MXRF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,10.32634,0.28365993,0.027469553,1018117.0,1131794.0,463272896.0
223,BRL,FII MERITO ICI,Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário,0.09000397,0.09414641,2023-07-28T20:05:00.000Z,95.69,95.79,94.73 - 95.79,94.73,6244.0,95.6,95.6,8.690002,0.099885084,87.0 - 99.0,-3.3099976,-0.03343432,87.0,99.0,MFII11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,93.34568,2.3443222,0.025114415,4452.0,4989.0,397116384.0
224,BRL,FII MERITOFACI  ES,Merito Fundo E Acoes Imobiliarias Fii - Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T19:50:13.000Z,69.01,70.5,69.01 - 70.5,69.01,1176.0,69.01,69.01,16.510002,0.31447622,52.5 - 70.95,-1.9399948,-0.027343128,52.5,70.95,MFAI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,60.37415,8.635853,0.14303891,579.0,1160.0,
225,BRL,FII MERITO RCI,Merito Recebiveis Imobiliarios Fii Fundo De Investimento,0.0,0.0,2023-07-28T18:41:54.000Z,103.9,103.9,103.89 - 103.9,103.89,7.0,103.9,103.9,5.880005,0.05998781,98.02 - 104.0,-0.099998474,-0.0009615238,98.02,104.0,MFCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,103.4155,0.4845047,0.00468503,12.0,52.0,389642656.0
226,BRL,FII MORE ATVCI,More Gestao Ativa De Recebiveis Fundo De Investimento Imobiliario,-0.010002136,-0.011544479,2023-07-28T19:26:33.000Z,86.63,86.63,84.3 - 86.63,84.3,273.0,86.64,85.01,16.629997,0.23757139,70.0 - 99.98,-13.350006,-0.13352676,70.0,99.98,MATV11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,83.5311,3.0988998,0.037098758,223.0,46.0,36901608.0
